РЦ Транзитный,РЦ Географический,Код ТП,Наименование ТП,Тип склада,Формат для диаграмм,Целевая ЦП,Действующая ЦП,СТМ,Признак объемности,Локальность,"отгрузки по РЦ-ТП сред знач за 3 мес, пал","отгрузки по ТРЦ-ТП сред знач за 3 мес, пал"
РЦ Самара (а),РЦ ПД Зеленодольск,721323,SKU_046704,Основной склад,МК,ПД,ПД,Нет,-,-,2.89,2.9
РЦ Самара (а),РЦ ПД Зеленодольск,443775,SKU_008865,Заморозка,ФД,ПД,ПД,Нет,-,-,0.19,0.21
РЦ Самара (а),РЦ ПД Энгельс,241237,SKU_007824,Основной склад,МК,ТРЦ,ПД,Нет,-,-,3.23,4.13
РЦ Самара (а),РЦ ПД Зеленодольск,531808,SKU_029492,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,0.36,0.43
РЦ Самара (а),РЦ ПД Киров,628768,SKU_008894,Основной склад,МК,МП,МП,Нет,+,-,0.5,0.63
РЦ Самара (а),РЦ ПД Тольятти,367994,SKU_048245,Охлажденка,БФ,ТРЦ,ТРЦ,Нет,-,-,1.94,2.68
РЦ Самара (а),РЦ ПД Тольятти,113930,SKU_011168,Основной склад,МК,Федеральный пулинг,Федеральный пулинг,Нет,-,Регион.,1.72,1.73
РЦ Самара (а),РЦ ПД Тольятти,757987,SKU_006217,Основной склад,ТД,ПД,ПД,Да,-,-,0.97,1.0
РЦ Самара (а),РЦ ПД Зеленодольск,832631,SKU_002850,Пресервы,МИКС,ПД,ПД,Да,-,-,4.84,6.23
РЦ Самара (а),РЦ ПД Энгельс,416024,SKU_040687,Основной склад,МД,ПД,ПД,Нет,-,-,0.05,0.06
РЦ Самара (а),РЦ ПД Зеленодольск,989758,SKU_045343,Основной склад,МК,ПД,ПД,Нет,-,-,19.74,27.31
РЦ Самара (а),РЦ ПД Тольятти,435386,SKU_000880,5-я камера,МД,ПД,ПД,Нет,-,-,1.75,2.36
РЦ Ростов (а),РЦ ПД Ростов,237001,SKU_049610,Заморозка,ФД,ПД,ПД,Нет,-,-,3.06,3.73
РЦ Самара (а),РЦ ПД Тольятти,860354,SKU_040092,Охлажденка,МИКС,МП,МП,Нет,-,-,1.12,1.29
РЦ Самара (а),РЦ ПД Тольятти,168854,SKU_030271,Охлажденка,МК,ПД,ФРЦ,Да,+,-,0.37,0.51
РЦ Самара (а),РЦ ПД Зеленодольск,752356,SKU_034273,Основной склад,МК,ФРЦ,ФРЦ,Нет,-,-,7.38,9.03
РЦ Самара (а),РЦ ПД Зеленодольск,776301,SKU_030138,Основной склад,БФ,Федеральный пулинг,Федеральный пулинг,Нет,-,-,2.42,3.08
РЦ Самара (а),РЦ ПД Энгельс,649325,SKU_032945,Заморозка,МД,ПД,ПД,Нет,-,-,0.18,0.22
РЦ Подольск (а),РЦ ПД Тула,872316,SKU_018999,Основной склад,МИКС,ТРЦ,ТРЦ,Да,+,-,4.25,5.79
РЦ Самара (а),РЦ ПД Энгельс,371036,SKU_037125,5-я камера,ФД,ПД,ПД,Нет,-,-,19.37,22.35
РЦ Самара (а),РЦ ПД Энгельс,944673,SKU_014932,Заморозка,МИКС,ПД,ПД,Нет,-,-,2.06,2.65
РЦ Ростов (а),РЦ ПД Краснодар,571557,SKU_028739,5-я камера,МД,ПД,ПД,Нет,-,-,1.42,1.68
РЦ Самара (а),РЦ ПД Пенза,185381,SKU_024132,Охлажденка,БФ,ПД,ПД,Нет,-,-,5.08,6.1
РЦ Самара (а),РЦ ПД Зеленодольск,684011,SKU_028775,Заморозка,МК,ТРЦ PBL,ТРЦ PBL,Нет,-,-,0.76,1.05
РЦ Самара (а),РЦ ПД Зеленодольск,841329,SKU_037301,5-я камера,МД,ПД,ПД,Нет,-,-,13.22,15.04
РЦ Самара (а),РЦ ПД Энгельс,775538,SKU_048626,Основной склад,МД,ФРЦ,ТРЦ,Нет,-,-,18.12,22.37
РЦ Ростов (а),РЦ ПД Ростов,858345,SKU_007635,Основной склад,МД,МП,МП,Нет,-,-,2.5,2.75
РЦ Самара (а),РЦ ПД Киров,390142,SKU_029084,Основной склад,ФД,ПД,ПД,Нет,-,Регион.,0.81,1.08
РЦ Самара (а),РЦ ПД Киров,567069,SKU_038814,Основной склад,БФ,ТРЦ,ТРЦ,Да,-,-,0.23,0.31
РЦ Самара (а),РЦ ПД Зеленодольск,532414,SKU_019927,Основной склад,МД,ПД,ПД,Нет,-,-,1.71,1.73
РЦ Самара (а),РЦ ПД Энгельс,327130,SKU_032246,Основной склад,МД,ПД,ПД,Нет,-,-,2.26,2.51
РЦ Самара (а),РЦ ПД Зеленодольск,873554,SKU_007265,Основной склад,МИКС,ПД,ПД,Нет,-,-,3.14,4.33
РЦ Самара (а),РЦ ПД Тольятти,327956,SKU_036268,5-я камера,МД,ПД,ПД,Нет,-,-,1.99,2.06
РЦ Самара (а),РЦ ПД Тольятти,152516,SKU_012474,Основной склад,МД,ПД,ПД,Нет,-,-,5.56,5.65
РЦ Самара (а),РЦ ПД Пенза,799737,SKU_004004,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,0.95,1.12
РЦ Самара (а),РЦ ПД Энгельс,708214,SKU_044779,Охлажденка,МК,ПД,ПД,Нет,-,-,1.93,2.16
РЦ Самара (а),РЦ ПД Энгельс,847965,SKU_017284,Охлажденка,МД,ФРЦ,ФРЦ,Нет,-,-,1.33,1.37
РЦ Подольск (а),РЦ ПД Подольск,634159,SKU_025464,Основной склад,МД,ПД,ПД,Нет,-,-,0.75,0.82
РЦ Самара (а),РЦ ПД Пенза,880275,SKU_024699,Охлажденка,МД,ФРЦ,ФРЦ,Нет,-,-,0.43,0.57
РЦ Самара (а),РЦ ПД Энгельс,948618,SKU_007744,Заморозка,МИКС,ТРЦ,ТРЦ,Нет,-,-,2.25,2.8
РЦ Самара (а),РЦ ПД Пенза,316917,SKU_042608,Заморозка,МД,ТРЦ,ТРЦ,Нет,-,-,0.77,1.03
РЦ Самара (а),РЦ ПД Тольятти,749456,SKU_027750,Пресервы,МД,ПД,ПД,Нет,-,Локал.,3.99,4.0
РЦ Самара (а),РЦ ПД Киров,803396,SKU_027146,Основной склад,МД,ПД,ПД,Нет,-,-,0.19,0.24
РЦ Подольск (а),РЦ ПД Подольск,248422,SKU_007451,Охлажденка,МИКС,ПД,ПД,Нет,-,-,0.06,0.08
РЦ Самара (а),РЦ ПД Пенза,129699,SKU_042601,Охлажденка,ФД,ТРЦ,ТРЦ,Нет,-,-,2.03,2.63
РЦ Самара (а),РЦ ПД Пенза,436896,SKU_045791,Основной склад,МИКС,ПД,ФРЦ,Нет,-,-,0.31,0.41
РЦ Самара (а),РЦ ПД Зеленодольск,716592,SKU_042799,5-я камера,МД,МП,МП,Нет,-,-,4.56,5.22
РЦ Самара (а),РЦ ПД Энгельс,375684,SKU_029355,Заморозка,ФД,ТРЦ PBL,ПД,Нет,-,-,1.99,2.74
РЦ Самара (а),РЦ ПД Энгельс,393632,SKU_019837,Охлажденка,МК,ПД,ПД,Да,-,-,0.58,0.65
РЦ Самара (а),РЦ ПД Энгельс,847484,SKU_010989,Основной склад,МК,ТРЦ,ТРЦ,Нет,-,-,1.91,2.49
РЦ Самара (а),РЦ ПД Тольятти,864494,SKU_039336,Основной склад,МИКС,ПД,ПД,Нет,-,-,0.65,0.66
РЦ Самара (а),РЦ ПД Тольятти,551285,SKU_040712,Основной склад,МИКС,ПД,ПД,Нет,-,-,2.41,2.85
РЦ Самара (а),РЦ ПД Пенза,593374,SKU_015675,Основной склад,ТД,ПД,ПД,Нет,-,-,0.41,0.51
РЦ Самара (а),РЦ ПД Зеленодольск,790427,SKU_034221,Основной склад,ТД,ПД,ПД,Нет,-,-,0.72,0.76
РЦ Самара (а),РЦ ПД Тольятти,447435,SKU_004772,Основной склад,МД,ПД,ПД,Нет,-,-,32.15,35.35
РЦ Самара (а),РЦ ПД Тольятти,941257,SKU_043399,Основной склад,ФД,ТРЦ,ТРЦ,Нет,-,-,2.09,2.69
РЦ Самара (а),РЦ ПД Зеленодольск,650857,SKU_008744,Заморозка,МК,ПД,ПД,Нет,-,-,6.79,8.52
РЦ Самара (а),РЦ ПД Тольятти,303366,SKU_006748,Охлажденка,БФ,ПД,ПД,Нет,-,-,0.18,0.21
РЦ Самара (а),РЦ ПД Тольятти,102599,SKU_008055,Основной склад,МИКС,МП,ПД,Нет,-,-,1.99,2.3
РЦ Самара (а),РЦ ПД Киров,589544,SKU_024748,Охлажденка,БФ,ПД,ПД,Нет,-,-,7.12,8.52
РЦ Самара (а),РЦ ПД Тольятти,153752,SKU_017777,Основной склад,МД,ПД,ПД,Нет,-,-,0.13,0.16
РЦ Ивантеевка (а),РЦ ПД Ивантеевка,618946,SKU_002641,Основной склад,БФ,ПД,ПД,Нет,-,-,0.36,0.47
РЦ Самара (а),РЦ ПД Пенза,844404,SKU_044281,Заморозка,МД,ТРЦ,ФРЦ,Нет,-,-,3.05,4.18
РЦ Самара (а),РЦ ПД Зеленодольск,484187,SKU_020044,Заморозка,МК,ФРЦ,ФРЦ,Нет,-,-,11.9,11.96
РЦ Самара (а),РЦ ПД Киров,584216,SKU_017612,Охлажденка,МД,ПД,ПД,Нет,-,-,1.13,1.36
РЦ Самара (а),РЦ ПД Энгельс,364147,SKU_007349,Основной склад,БФ,ПД,ПД,Нет,-,-,2.18,2.9
РЦ Самара (а),РЦ ПД Тольятти,409455,SKU_044202,Основной склад,ФД,ТРЦ PBL,ТРЦ PBL,Нет,-,-,6.91,9.04
РЦ Самара (а),РЦ ПД Киров,108702,SKU_046090,Основной склад,ФД,ПД,ПД,Нет,-,Локал.,2.5,3.08
РЦ Самара (а),РЦ ПД Зеленодольск,629185,SKU_038880,Охлажденка,БФ,ФРЦ,ФРЦ,Нет,-,-,2.2,2.24
РЦ Самара (а),РЦ ПД Тольятти,409846,SKU_039203,Охлажденка,МД,ФРЦ,ПД,Нет,-,-,1.68,2.13
РЦ Самара (а),РЦ ПД Пенза,199058,SKU_035812,Основной склад,БФ,ПД,Федеральный пулинг,Нет,-,-,7.84,9.42
РЦ Самара (а),РЦ ПД Зеленодольск,467239,SKU_013198,Охлажденка,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,0.73,0.79
РЦ Самара (а),РЦ ПД Зеленодольск,255022,SKU_024772,Основной склад,МК,МП,МП,Нет,-,-,1.12,1.16
РЦ Самара (а),РЦ ПД Энгельс,456315,SKU_002305,Основной склад,МД,ПД,ПД,Нет,-,-,6.59,6.8
РЦ Самара (а),РЦ ПД Зеленодольск,274585,SKU_041041,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,-,0.93,1.18
РЦ Самара (а),РЦ ПД Пенза,168864,SKU_002479,Пресервы,МК,Федеральный пулинг,Федеральный пулинг,Нет,-,-,10.67,11.75
РЦ Подольск (а),РЦ ПД Тула,797605,SKU_000041,Основной склад,МД,ТРЦ,ТРЦ,Да,-,-,1.25,1.69
РЦ Подольск (а),РЦ ПД Тула,162011,SKU_040480,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,3.55,3.56
РЦ Ивантеевка (а),РЦ ПД Тверь,309278,SKU_035631,Основной склад,МИКС,ПД,ПД,Да,-,-,2.04,2.64
РЦ Самара (а),РЦ ПД Энгельс,820314,SKU_004280,Заморозка,МД,ФРЦ,ФРЦ,Нет,-,-,0.4,0.46
РЦ Самара (а),РЦ ПД Пенза,379170,SKU_033605,Основной склад,МИКС,ПД,ПД,Нет,-,-,0.39,0.42
РЦ Самара (а),РЦ ПД Энгельс,603728,SKU_044542,Основной склад,ФД,ФРЦ,ФРЦ,Нет,-,-,0.64,0.87
РЦ Самара (а),РЦ ПД Энгельс,291801,SKU_045073,Охлажденка,БФ,ТРЦ PBL,ПД,Нет,-,-,6.84,8.36
РЦ Ростов (а),РЦ ПД Ростов,947153,SKU_014293,Заморозка,МК,ПД,ПД,Нет,-,-,6.27,8.44
РЦ Самара (а),РЦ ПД Пенза,387229,SKU_029320,Основной склад,БФ,ФРЦ,ФРЦ,Нет,-,-,0.15,0.16
РЦ Самара (а),РЦ ПД Энгельс,145668,SKU_009854,Основной склад,МД,ПД,ФРЦ,Нет,-,-,3.76,3.84
РЦ Самара (а),РЦ ПД Киров,600620,SKU_032557,Охлажденка,МД,ПД,ПД,Нет,-,-,4.8,5.6
РЦ Самара (а),РЦ ПД Киров,978225,SKU_032870,Основной склад,МИКС,ПД,Федеральный пулинг,Да,-,-,4.79,6.7
РЦ Самара (а),РЦ ПД Киров,287224,SKU_004178,Охлажденка,МК,ПД,ПД,Нет,-,Локал.,45.56,61.47
РЦ Самара (а),РЦ ПД Киров,697282,SKU_007549,Основной склад,ФД,ПД,ПД,Нет,-,-,5.67,5.8
РЦ Самара (а),РЦ ПД Зеленодольск,329225,SKU_009072,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,-,1.7,2.14
РЦ Подольск (а),РЦ ПД Подольск,854545,SKU_012168,Охлажденка,МД,ФРЦ,ФРЦ,Нет,-,-,1.14,1.36
РЦ Самара (а),РЦ ПД Тольятти,420994,SKU_003070,Основной склад,МИКС,ФРЦ,ТРЦ PBL,Нет,-,-,22.39,23.92
РЦ Самара (а),РЦ ПД Зеленодольск,592202,SKU_019205,Охлажденка,МИКС,ТРЦ,ТРЦ,Нет,-,-,16.43,17.72
РЦ Самара (а),РЦ ПД Тольятти,338005,SKU_006367,Основной склад,МД,ТРЦ,ТРЦ,Нет,-,-,0.97,1.12
РЦ Самара (а),РЦ ПД Зеленодольск,933524,SKU_035341,Основной склад,БФ,ТРЦ,ТРЦ,Нет,-,-,19.26,21.43
РЦ Самара (а),РЦ ПД Тольятти,674605,SKU_011909,Основной склад,МК,ТРЦ,ТРЦ,Нет,-,-,3.05,4.04
РЦ Самара (а),РЦ ПД Пенза,942387,SKU_010720,Основной склад,МК,ТРЦ PBL,ТРЦ PBL,Нет,-,-,0.88,0.93
РЦ Самара (а),РЦ ПД Тольятти,713142,SKU_036447,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,-,0.66,0.76
РЦ Самара (а),РЦ ПД Киров,779155,SKU_035164,Заморозка,ФД,ТРЦ PBL,ТРЦ PBL,Нет,-,-,9.52,12.25
РЦ Самара (а),РЦ ПД Энгельс,342193,SKU_043785,Основной склад,МД,ПД,ПД,Нет,-,-,3.17,4.14
РЦ Самара (а),РЦ ПД Зеленодольск,671442,SKU_047729,5-я камера,МД,ПД,ПД,Да,-,-,9.6,11.83
РЦ Ивантеевка (а),РЦ ПД Тверь,121401,SKU_031350,5-я камера,МД,ПД,ПД,Нет,-,-,0.11,0.12
РЦ Самара (а),РЦ ПД Энгельс,856376,SKU_007365,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,Регион.,2.17,2.83
РЦ Самара (а),РЦ ПД Зеленодольск,721248,SKU_020828,Охлажденка,МД,ПД,ПД,Нет,-,-,1.5,1.85
РЦ Самара (а),РЦ ПД Тольятти,659967,SKU_012456,Заморозка,МИКС,ФРЦ,ФРЦ,Нет,-,-,6.64,8.32
РЦ Самара (а),РЦ ПД Тольятти,928015,SKU_009654,Основной склад,ФД,ПД,ПД,Нет,-,-,1.39,1.45
РЦ Самара (а),РЦ ПД Зеленодольск,237529,SKU_013972,Охлажденка,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,1.2,1.58
РЦ Самара (а),РЦ ПД Пенза,345293,SKU_037316,Основной склад,ФД,ПД,ПД,Нет,-,-,7.36,9.62
РЦ Самара (а),РЦ ПД Киров,560435,SKU_028879,Основной склад,МД,ПД,ФРЦ,Нет,-,-,0.87,1.08
РЦ Самара (а),РЦ ПД Зеленодольск,132994,SKU_010317,5-я камера,МД,ПД,ПД,Нет,-,-,7.45,9.03
РЦ Самара (а),РЦ ПД Энгельс,124258,SKU_013499,Основной склад,МД,ПД,ПД,Нет,-,-,0.74,0.84
РЦ Самара (а),РЦ ПД Тольятти,298178,SKU_007594,Заморозка,МД,ПД,ПД,Нет,-,-,1.42,1.47
РЦ Самара (а),РЦ ПД Энгельс,583199,SKU_015515,Заморозка,МД,ФРЦ,ФРЦ,Нет,-,-,7.9,9.13
РЦ Самара (а),РЦ ПД Зеленодольск,418369,SKU_020988,Основной склад,БФ,ПД,ПД,Нет,-,Регион.,6.33,6.62
РЦ Самара (а),РЦ ПД Зеленодольск,252255,SKU_029994,Заморозка,МК,ТРЦ,ТРЦ,Нет,+,-,0.64,0.64
РЦ Самара (а),РЦ ПД Пенза,295065,SKU_049190,Основной склад,МД,ПД,ТРЦ PBL,Нет,-,-,0.25,0.26
РЦ Самара (а),РЦ ПД Энгельс,866978,SKU_009200,Основной склад,ФД,ПД,ПД,Да,-,-,9.48,9.5
РЦ Самара (а),РЦ ПД Пенза,820784,SKU_029684,Охлажденка,МК,МП,МП,Нет,-,-,18.94,26.41
РЦ Самара (а),РЦ ПД Зеленодольск,786229,SKU_026492,Основной склад,БФ,ПД,ПД,Нет,-,-,3.52,4.11
РЦ Самара (а),РЦ ПД Энгельс,599692,SKU_000195,Заморозка,МД,ФРЦ,ФРЦ,Нет,-,Локал.,1.0,1.03
РЦ Самара (а),РЦ ПД Энгельс,781058,SKU_003404,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,Регион.,1.41,1.69
РЦ Самара (а),РЦ ПД Пенза,606789,SKU_018997,Основной склад,МИКС,ПД,ПД,Нет,-,-,0.24,0.3
РЦ Самара (а),РЦ ПД Пенза,109469,SKU_023658,Пресервы,МК,ПД,ПД,Нет,-,-,0.88,1.18
РЦ Самара (а),РЦ ПД Тольятти,466286,SKU_044565,Основной склад,МК,ТРЦ,ТРЦ,Нет,-,-,0.86,0.9
РЦ Самара (а),РЦ ПД Пенза,869531,SKU_000196,Основной склад,МК,ПД,ПД,Нет,-,-,1.86,2.14
РЦ Самара (а),РЦ ПД Тольятти,454933,SKU_002828,Основной склад,МИКС,ПД,ФРЦ,Нет,-,-,4.11,5.75
РЦ Самара (а),РЦ ПД Киров,325450,SKU_018317,Охлажденка,БФ,ПД,ПД,Нет,-,-,1.74,1.95
РЦ Самара (а),РЦ ПД Зеленодольск,964586,SKU_004354,Заморозка,ТД,ПД,ПД,Нет,-,-,3.22,3.33
РЦ Самара (а),РЦ ПД Пенза,613024,SKU_023480,Основной склад,МК,ПД,ПД,Нет,-,-,1.03,1.05
РЦ Самара (а),РЦ ПД Зеленодольск,580997,SKU_047222,Основной склад,МД,ПД,ПД,Да,-,-,3.3,3.32
РЦ Самара (а),РЦ ПД Энгельс,394903,SKU_041788,Основной склад,ФД,ФРЦ,ПД,Нет,-,-,1.49,1.59
РЦ Самара (а),РЦ ПД Зеленодольск,764245,SKU_038054,Пресервы,МИКС,ТРЦ PBL,ТРЦ PBL,Нет,-,-,0.5,0.64
РЦ Самара (а),РЦ ПД Энгельс,947977,SKU_026507,Заморозка,МИКС,МП,МП,Нет,-,-,5.4,6.7
РЦ Самара (а),РЦ ПД Пенза,803262,SKU_040426,Охлажденка,МД,ПД,ПД,Нет,+,-,0.71,0.87
РЦ Самара (а),РЦ ПД Тольятти,896685,SKU_033507,Заморозка,МК,ПД,ПД,Нет,-,-,1.82,2.22
РЦ Самара (а),РЦ ПД Зеленодольск,882166,SKU_047629,5-я камера,МИКС,ПД,ПД,Нет,-,-,2.38,3.1
РЦ Ивантеевка (а),РЦ ПД Ивантеевка,148618,SKU_015178,Заморозка,ФД,ПД,ПД,Нет,-,-,2.22,3.09
